Complaint_ID,City,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MMR-15573,Navi Mumbai,Nerul,Roads,83,294232,Sunny,2026-03-12 01:18:07,195,Low
MMR-7031,Mumbai,Churchgate,Water,64,114941,Cloudy,2026-03-12 01:22:01,69,High
MMR-9578,Mumbai,Goregaon,Garbage,24,463720,Sunny,2026-03-12 01:26:06,22,Low
MMR-17886,Navi Mumbai,Kalamboli,Water,6,209688,Sunny,2026-03-12 01:28:31,6,Medium
MMR-17346,Mumbai,Bandra,Drainage,37,307045,Sunny,2026-03-12 01:29:11,28,Low
MMR-12697,Navi Mumbai,Ghansoli,Water,17,197809,Rainy,2026-03-12 01:29:17,94,Low
MMR-13981,Mumbai,Matunga,Drainage,31,248970,Cloudy,2026-03-12 01:36:22,63,Medium
MMR-10150,Mumbai,CST,Drainage,9,134634,Cloudy,2026-03-12 01:43:42,115,Low
MMR-1786,Mumbai,Worli,Garbage,59,220886,Cloudy,2026-03-12 01:49:27,67,Medium
MMR-17047,Navi Mumbai,Panvel,Drainage,13,399764,Sunny,2026-03-12 01:51:53,13,Low
MMR-5144,Navi Mumbai,Vashi,Drainage,34,305699,Cloudy,2026-03-12 01:52:41,53,Low
MMR-10594,Mumbai,Dharavi,Garbage,14,669024,Rainy,2026-03-12 01:53:30,12,High
MMR-6824,Navi Mumbai,Ulwe,Drainage,6,149686,Sunny,2026-03-12 01:54:42,188,Medium
MMR-15421,Mumbai,Ghatkopar,Roads,19,438219,Sunny,2026-03-12 01:59:32,15,High
MMR-3369,Navi Mumbai,Sanpada,Roads,85,163211,Cloudy,2026-03-12 02:00:33,198,Medium
MMR-14796,Navi Mumbai,Nerul,Water,6,287150,Sunny,2026-03-12 02:03:32,9,Low
MMR-13811,Navi Mumbai,Dronagiri,Drainage,4,109057,Sunny,2026-03-12 02:05:05,7,Low
MMR-20871,Mumbai,Wadala,Roads,92,275367,Sunny,2026-03-12 02:06:19,108,High
MMR-1108,Navi Mumbai,Airoli,Drainage,15,220438,Rainy,2026-03-12 02:07:25,19,High
MMR-19231,Navi Mumbai,Nerul,Water,57,272720,Rainy,2026-03-12 02:08:09,46,High
MMR-16145,Navi Mumbai,Belapur,Drainage,14,254352,Sunny,2026-03-12 02:09:32,24,Low
MMR-13978,Navi Mumbai,Panvel,Water,9,432309,Cloudy,2026-03-12 02:09:40,9,Low
MMR-6764,Mumbai,Sion,Garbage,17,332163,Sunny,2026-03-12 02:12:10,20,Low
MMR-20911,Mumbai,Fort,Drainage,14,154255,Rainy,2026-03-12 02:13:00,96,Medium
MMR-16855,Navi Mumbai,Belapur,Roads,13,273052,Rainy,2026-03-12 02:15:44,168,High
MMR-10668,Navi Mumbai,Panvel,Water,26,402345,Sunny,2026-03-12 02:19:37,21,Low
MMR-16825,Mumbai,Bandra,Drainage,70,334778,Sunny,2026-03-12 02:23:19,71,Low
MMR-20767,Mumbai,Sion,Drainage,34,356840,Sunny,2026-03-12 02:26:44,107,Low
MMR-10490,Mumbai,Kurla,Drainage,36,457354,Rainy,2026-03-12 02:27:25,167,Medium
MMR-20862,Navi Mumbai,Pushpak Nagar,Garbage,78,126106,Rainy,2026-03-12 02:34:40,32,Low
MMR-17327,Navi Mumbai,Ghansoli,Garbage,5,180348,Sunny,2026-03-12 02:40:04,5,Medium
MMR-5039,Navi Mumbai,Kamothe,Drainage,38,222876,Sunny,2026-03-12 02:42:15,33,Medium
MMR-13166,Mumbai,Vikhroli,Roads,25,327468,Sunny,2026-03-12 02:43:02,14,Low
MMR-1457,Mumbai,Kandivali,Drainage,46,666268,Rainy,2026-03-12 02:45:48,39,High
MMR-19605,Navi Mumbai,Panvel,Drainage,28,385582,Cloudy,2026-03-12 02:50:15,20,Low
MMR-1704,Mumbai,Andheri,Water,100,871577,Cloudy,2026-03-12 02:50:50,157,High
MMR-4199,Mumbai,Versova,Roads,14,172719,Sunny,2026-03-12 02:52:07,48,Medium
MMR-1874,Mumbai,Hiranandani,Roads,48,164586,Sunny,2026-03-12 02:53:15,145,High
MMR-19872,Mumbai,Thane,Roads,73,699640,Sunny,2026-03-12 02:54:35,53,High
MMR-13976,Navi Mumbai,Turbhe,Water,32,169670,Sunny,2026-03-12 02:58:32,168,Medium
MMR-3488,Mumbai,Sion,Garbage,26,358298,Sunny,2026-03-12 03:02:04,20,Low
MMR-11775,Navi Mumbai,Airoli,Garbage,48,214415,Cloudy,2026-03-12 03:04:52,84,Low
MMR-11071,Navi Mumbai,Juinagar,Roads,9,159723,Cloudy,2026-03-12 03:05:32,5,Medium
MMR-5772,Mumbai,Vile Parle,Roads,83,336927,Cloudy,2026-03-12 03:08:32,94,Low
MMR-8032,Navi Mumbai,New Panvel,Water,64,253851,Rainy,2026-03-12 03:09:10,78,Medium
MMR-2697,Navi Mumbai,Seawoods,Drainage,86,184617,Rainy,2026-03-12 03:09:40,162,High
MMR-20071,Navi Mumbai,Panvel,Water,10,402568,Sunny,2026-03-12 03:10:57,14,Medium
MMR-5278,Mumbai,Colaba,Water,16,181373,Sunny,2026-03-12 03:12:59,18,Low
MMR-1570,Mumbai,Chembur,Water,24,375557,Sunny,2026-03-12 03:14:01,107,Low
MMR-8559,Mumbai,Santacruz,Water,24,315244,Sunny,2026-03-12 03:14:30,15,Low
MMR-20960,Mumbai,Parel,Roads,49,291605,Rainy,2026-03-12 03:16:17,86,High
MMR-14581,Mumbai,Sion,Drainage,9,335302,Sunny,2026-03-12 03:22:18,48,Low
MMR-6200,Mumbai,Fort,Drainage,45,146604,Sunny,2026-03-12 03:22:28,69,Medium
MMR-3376,Mumbai,Thane,Garbage,26,762418,Sunny,2026-03-12 03:22:37,16,Medium
MMR-7721,Mumbai,Worli,Water,11,242525,Sunny,2026-03-12 03:23:10,155,Low
MMR-12470,Mumbai,Dharavi,Drainage,66,668831,Rainy,2026-03-12 03:29:08,91,High
MMR-2962,Navi Mumbai,Kalamboli,Garbage,12,196861,Sunny,2026-03-12 03:29:53,172,High
MMR-11011,Mumbai,Andheri,Roads,87,817590,Cloudy,2026-03-12 03:31:21,65,High
MMR-15386,Mumbai,Dadar,Drainage,25,492631,Rainy,2026-03-12 03:33:52,16,High
MMR-7832,Navi Mumbai,Juinagar,Garbage,32,162696,Rainy,2026-03-12 03:35:04,142,High
MMR-8979,Mumbai,Malad,Roads,37,587066,Rainy,2026-03-12 03:38:17,25,Medium
MMR-2722,Mumbai,Versova,Drainage,26,169674,Sunny,2026-03-12 03:38:36,100,High
MMR-17944,Navi Mumbai,Kharghar,Water,26,305154,Cloudy,2026-03-12 03:40:34,40,Low
MMR-16121,Navi Mumbai,Roadpali,Water,6,131822,Cloudy,2026-03-12 03:45:23,90,Medium
MMR-19011,Mumbai,Hiranandani,Roads,83,148670,Rainy,2026-03-12 03:47:55,171,High
MMR-19545,Mumbai,Thane,Water,83,668527,Sunny,2026-03-12 03:49:54,76,Medium
MMR-18398,Navi Mumbai,Ghansoli,Drainage,68,186490,Cloudy,2026-03-12 03:52:28,118,High
MMR-18242,Mumbai,Churchgate,Roads,4,119827,Sunny,2026-03-12 03:57:22,172,Low
MMR-20535,Navi Mumbai,Vashi,Roads,8,287238,Cloudy,2026-03-12 03:58:29,10,Medium
MMR-12529,Navi Mumbai,Roadpali,Garbage,5,135927,Sunny,2026-03-12 04:13:34,4,High
MMR-2556,Mumbai,Powai,Water,17,307516,Cloudy,2026-03-12 04:14:56,24,Low
MMR-15532,Mumbai,Wadala,Garbage,94,286038,Cloudy,2026-03-12 04:16:42,15,Low
MMR-12217,Navi Mumbai,Nerul,Roads,23,264838,Rainy,2026-03-12 04:19:45,25,High
MMR-15692,Mumbai,Sion,Drainage,36,333705,Rainy,2026-03-12 04:21:45,24,High
MMR-10700,Mumbai,Vikhroli,Roads,21,305340,Sunny,2026-03-12 04:23:31,28,Low
MMR-7943,Navi Mumbai,Airoli,Drainage,53,245045,Sunny,2026-03-12 04:23:32,75,Medium
MMR-3880,Mumbai,Vikhroli,Drainage,23,323795,Sunny,2026-03-12 04:23:54,17,Low
MMR-1369,Navi Mumbai,Kamothe,Water,53,217159,Cloudy,2026-03-12 04:25:12,138,High
MMR-15697,Mumbai,Versova,Water,15,188333,Sunny,2026-03-12 04:25:52,48,Low
MMR-18694,Mumbai,Jogeshwari,Roads,59,390166,Sunny,2026-03-12 04:26:41,74,Medium
MMR-18060,Mumbai,Versova,Drainage,32,183153,Sunny,2026-03-12 04:28:08,46,High
MMR-8720,Navi Mumbai,Panvel,Water,73,425884,Rainy,2026-03-12 04:29:02,93,High
MMR-12404,Navi Mumbai,Vashi,Drainage,75,315629,Rainy,2026-03-12 04:29:31,46,High
MMR-16404,Mumbai,Wadala,Garbage,98,276637,Sunny,2026-03-12 04:35:44,114,Medium
MMR-12836,Navi Mumbai,New Panvel,Roads,15,234588,Cloudy,2026-03-12 04:37:25,17,Medium
MMR-2483,Mumbai,Vikhroli,Drainage,50,319598,Rainy,2026-03-12 04:37:52,74,Medium
MMR-11348,Mumbai,Goregaon,Garbage,85,480606,Rainy,2026-03-12 04:42:57,100,Low
MMR-20466,Navi Mumbai,Turbhe,Drainage,10,191904,Rainy,2026-03-12 04:44:20,9,High
MMR-16571,Mumbai,Powai,Water,17,312639,Sunny,2026-03-12 04:45:08,21,Medium
MMR-6460,Mumbai,Santacruz,Garbage,25,296803,Sunny,2026-03-12 04:46:19,23,Medium
MMR-20050,Navi Mumbai,New Panvel,Roads,4,233932,Rainy,2026-03-12 04:49:00,46,High
MMR-15262,Mumbai,Chembur,Roads,35,368089,Rainy,2026-03-12 04:49:11,92,Low
MMR-14789,Navi Mumbai,Roadpali,Garbage,61,124198,Cloudy,2026-03-12 04:54:15,95,Medium
MMR-12061,Mumbai,Worli,Drainage,5,248342,Cloudy,2026-03-12 05:00:53,8,Low
MMR-20016,Mumbai,Bhayander,Drainage,59,482200,Sunny,2026-03-12 05:03:41,47,High
MMR-20154,Mumbai,Sion,Water,36,360492,Cloudy,2026-03-12 05:04:26,158,Medium
MMR-8776,Mumbai,Dadar,Water,22,526320,Cloudy,2026-03-12 05:06:08,51,Medium
MMR-18779,Navi Mumbai,Nerul,Roads,78,292448,Sunny,2026-03-12 05:08:02,3,Medium
MMR-16507,Navi Mumbai,Roadpali,Drainage,7,135943,Cloudy,2026-03-12 05:08:31,8,Medium
MMR-15350,Mumbai,Jogeshwari,Drainage,56,381882,Cloudy,2026-03-12 05:08:48,54,High
MMR-15954,Mumbai,Kandivali,Roads,32,625331,Sunny,2026-03-12 05:09:53,56,High
MMR-5407,Mumbai,Hiranandani,Drainage,8,151923,Sunny,2026-03-12 05:12:01,23,Low
MMR-12706,Navi Mumbai,Sanpada,Water,72,178367,Cloudy,2026-03-12 05:13:35,65,High
MMR-9289,Mumbai,Worli,Garbage,18,226623,Sunny,2026-03-12 05:16:53,16,High
MMR-13006,Mumbai,Vile Parle,Garbage,7,345705,Cloudy,2026-03-12 05:19:01,37,Medium
MMR-14383,Navi Mumbai,Kamothe,Water,39,230999,Rainy,2026-03-12 05:19:11,46,Medium
MMR-9941,Navi Mumbai,Seawoods,Garbage,9,194413,Sunny,2026-03-12 05:20:47,10,Low
MMR-10399,Mumbai,Powai,Drainage,2,317688,Sunny,2026-03-12 05:23:06,1,Low
MMR-16766,Navi Mumbai,Ghansoli,Garbage,12,196613,Rainy,2026-03-12 05:25:05,20,Low
MMR-14930,Mumbai,Colaba,Drainage,11,180555,Sunny,2026-03-12 05:28:52,67,Low
MMR-16057,Navi Mumbai,Nerul,Garbage,24,280778,Cloudy,2026-03-12 05:29:00,16,Low
MMR-7504,Mumbai,Chembur,Drainage,8,389410,Rainy,2026-03-12 05:29:13,11,Medium
MMR-3931,Navi Mumbai,Airoli,Garbage,19,220821,Cloudy,2026-03-12 05:30:46,173,Low
MMR-18996,Mumbai,Bandra,Garbage,19,309629,Cloudy,2026-03-12 05:31:20,21,High
MMR-7980,Navi Mumbai,Sanpada,Water,8,173769,Cloudy,2026-03-12 05:33:06,79,Low
MMR-3968,Navi Mumbai,New Panvel,Garbage,21,233077,Cloudy,2026-03-12 05:34:50,37,High
MMR-7216,Mumbai,Churchgate,Roads,15,121286,Sunny,2026-03-12 05:38:12,81,High
MMR-1928,Navi Mumbai,Turbhe,Water,16,180721,Rainy,2026-03-12 05:38:14,17,Medium
MMR-10073,Navi Mumbai,Belapur,Drainage,79,260011,Sunny,2026-03-12 05:40:00,106,High
MMR-14198,Mumbai,Dadar,Drainage,60,479129,Sunny,2026-03-12 05:41:03,62,Medium
MMR-11661,Mumbai,Sion,Water,45,317236,Cloudy,2026-03-12 05:43:32,53,Medium
MMR-1642,Mumbai,Parel,Water,51,309867,Sunny,2026-03-12 05:45:01,65,Medium
MMR-1088,Mumbai,Borivali,Garbage,73,612422,Rainy,2026-03-12 05:46:20,86,Low
MMR-7282,Navi Mumbai,Kharghar,Water,73,344682,Rainy,2026-03-12 05:52:03,197,High
MMR-11394,Navi Mumbai,Sanpada,Water,4,171066,Rainy,2026-03-12 05:52:29,6,High
MMR-8781,Navi Mumbai,Juinagar,Garbage,100,145649,Sunny,2026-03-12 05:52:40,184,Low
MMR-3446,Mumbai,Malad,Water,23,512397,Cloudy,2026-03-12 05:54:14,22,Medium
MMR-9659,Navi Mumbai,Dronagiri,Roads,6,112266,Cloudy,2026-03-12 05:56:45,169,Low
MMR-1648,Navi Mumbai,Kalamboli,Roads,18,205368,Sunny,2026-03-12 06:02:25,47,High
MMR-10007,Mumbai,Mulund,Garbage,6,345916,Cloudy,2026-03-12 06:03:28,73,Low
MMR-3350,Mumbai,Dadar,Garbage,61,507322,Sunny,2026-03-12 06:04:14,84,High
MMR-14720,Navi Mumbai,Panvel,Drainage,66,380751,Sunny,2026-03-12 06:04:20,154,High
MMR-4877,Navi Mumbai,Sanpada,Drainage,49,172606,Sunny,2026-03-12 06:07:05,28,Medium
MMR-13491,Navi Mumbai,Panvel,Water,25,433295,Rainy,2026-03-12 06:08:31,31,Medium
MMR-15942,Mumbai,Juhu,Garbage,15,208800,Sunny,2026-03-12 06:08:37,56,Low
MMR-11825,Navi Mumbai,Vashi,Garbage,17,296466,Cloudy,2026-03-12 06:13:45,40,High
MMR-1591,Mumbai,Colaba,Garbage,69,184469,Cloudy,2026-03-12 06:15:51,26,Low
MMR-3196,Mumbai,Kandivali,Water,98,658364,Sunny,2026-03-12 06:16:18,50,High
MMR-9142,Navi Mumbai,Kamothe,Roads,10,233112,Rainy,2026-03-12 06:18:42,170,High
MMR-9818,Mumbai,Thane,Roads,78,680957,Cloudy,2026-03-12 06:22:39,41,High
MMR-9515,Navi Mumbai,Kamothe,Garbage,12,237641,Sunny,2026-03-12 06:23:19,77,Low
MMR-2390,Navi Mumbai,Airoli,Garbage,9,236210,Sunny,2026-03-12 06:23:20,6,High
MMR-19809,Mumbai,Wadala,Roads,11,295984,Cloudy,2026-03-12 06:32:10,12,Medium
MMR-15467,Mumbai,Juhu,Drainage,13,206862,Sunny,2026-03-12 06:34:30,18,High
MMR-16102,Mumbai,Matunga,Roads,72,250863,Cloudy,2026-03-12 06:38:26,56,Low
MMR-4622,Navi Mumbai,Belapur,Garbage,49,257294,Cloudy,2026-03-12 06:40:20,66,Low
MMR-5142,Navi Mumbai,Dronagiri,Water,6,104807,Rainy,2026-03-12 06:43:24,8,Medium
MMR-4612,Mumbai,Powai,Drainage,10,316113,Sunny,2026-03-12 06:47:38,9,Low
MMR-8681,Navi Mumbai,Vashi,Garbage,31,307998,Cloudy,2026-03-12 06:57:51,22,High
MMR-8664,Navi Mumbai,Panvel,Drainage,24,382922,Sunny,2026-03-12 07:00:43,46,Low
MMR-17701,Navi Mumbai,Seawoods,Water,64,177255,Cloudy,2026-03-12 07:03:38,184,High
MMR-15150,Mumbai,Mulund,Water,77,361969,Rainy,2026-03-12 07:05:16,98,High
MMR-13483,Navi Mumbai,Nerul,Roads,29,274478,Cloudy,2026-03-12 07:05:26,27,Low
MMR-5966,Mumbai,Dadar,Garbage,15,522325,Rainy,2026-03-12 07:09:27,73,Low
MMR-17393,Mumbai,Kandivali,Garbage,89,588694,Sunny,2026-03-12 07:09:50,4,Medium
MMR-8934,Mumbai,Matunga,Water,20,254216,Cloudy,2026-03-12 07:11:53,32,Low
MMR-20634,Navi Mumbai,Kopar Khairane,Drainage,14,214961,Cloudy,2026-03-12 07:14:30,200,Low
MMR-2678,Mumbai,Vile Parle,Drainage,49,327586,Rainy,2026-03-12 07:24:57,77,Medium
MMR-4290,Navi Mumbai,Airoli,Garbage,16,243983,Rainy,2026-03-12 07:25:42,187,High
MMR-4773,Navi Mumbai,Ghansoli,Drainage,9,190906,Sunny,2026-03-12 07:26:01,133,High
MMR-13033,Navi Mumbai,Kharghar,Water,14,322964,Sunny,2026-03-12 07:26:55,15,Medium
MMR-14738,Mumbai,Colaba,Roads,8,167681,Sunny,2026-03-12 07:28:19,8,Low
MMR-6409,Mumbai,Mulund,Water,85,345446,Sunny,2026-03-12 07:28:44,71,Medium
MMR-7546,Mumbai,Thane,Water,41,680638,Cloudy,2026-03-12 07:35:43,54,Low
MMR-19595,Navi Mumbai,Pushpak Nagar,Drainage,17,126533,Rainy,2026-03-12 07:39:33,22,Medium
MMR-14715,Navi Mumbai,Kharghar,Garbage,10,326662,Sunny,2026-03-12 07:40:34,10,Low
MMR-8097,Mumbai,Colaba,Garbage,93,169984,Sunny,2026-03-12 07:40:46,134,High
MMR-14485,Mumbai,Kandivali,Roads,5,654572,Cloudy,2026-03-12 07:43:44,56,Medium
MMR-16668,Mumbai,Powai,Drainage,67,317607,Cloudy,2026-03-12 07:45:13,68,High
MMR-10426,Navi Mumbai,Panvel,Water,8,435701,Sunny,2026-03-12 07:46:16,139,High
MMR-5488,Mumbai,Santacruz,Roads,51,301587,Cloudy,2026-03-12 07:46:31,59,Medium
MMR-9489,Mumbai,Versova,Garbage,33,164790,Sunny,2026-03-12 07:48:49,30,Medium
MMR-2041,Mumbai,Andheri,Roads,74,914269,Rainy,2026-03-12 07:50:01,182,High
MMR-17546,Mumbai,Chembur,Roads,35,410031,Rainy,2026-03-12 07:54:02,15,Medium
MMR-16960,Mumbai,Worli,Roads,16,246043,Cloudy,2026-03-12 07:54:55,19,Low
MMR-9143,Mumbai,CST,Drainage,29,122253,Sunny,2026-03-12 07:55:48,36,Medium
MMR-17353,Navi Mumbai,Ghansoli,Roads,30,186312,Rainy,2026-03-12 08:02:34,48,High
MMR-2606,Navi Mumbai,Kopar Khairane,Drainage,97,205636,Rainy,2026-03-12 08:02:37,100,Medium
MMR-1494,Mumbai,Mulund,Garbage,26,366018,Sunny,2026-03-12 08:04:29,45,Low
MMR-1503,Mumbai,Hiranandani,Garbage,92,159081,Sunny,2026-03-12 08:08:04,22,Low
MMR-12775,Navi Mumbai,Ghansoli,Roads,12,204330,Sunny,2026-03-12 08:19:48,18,Low
MMR-2948,Navi Mumbai,Seawoods,Drainage,3,178820,Rainy,2026-03-12 08:20:18,4,Medium
MMR-15607,Mumbai,Mulund,Water,31,356139,Rainy,2026-03-12 08:20:31,166,High
MMR-7435,Mumbai,Versova,Drainage,9,178103,Sunny,2026-03-12 08:22:55,169,Low
MMR-11080,Mumbai,Hiranandani,Water,42,154960,Rainy,2026-03-12 08:26:13,39,High
MMR-5148,Mumbai,Bhayander,Garbage,76,527099,Sunny,2026-03-12 08:27:53,7,Medium
MMR-19699,Mumbai,Vikhroli,Garbage,21,297422,Rainy,2026-03-12 08:31:51,107,Low
MMR-13909,Mumbai,Borivali,Roads,28,634249,Sunny,2026-03-12 08:32:08,45,Medium
MMR-12108,Mumbai,Santacruz,Roads,10,313663,Rainy,2026-03-12 08:33:54,141,Low
MMR-15733,Navi Mumbai,Ulwe,Drainage,40,139055,Sunny,2026-03-12 08:34:33,1,Medium
MMR-14632,Navi Mumbai,New Panvel,Water,3,257181,Rainy,2026-03-12 08:35:18,3,Medium
MMR-18298,Mumbai,Andheri,Roads,32,815327,Sunny,2026-03-12 08:36:43,141,High
MMR-8698,Mumbai,Juhu,Roads,28,206675,Rainy,2026-03-12 08:37:11,21,Medium
MMR-7337,Mumbai,Hiranandani,Garbage,77,160165,Cloudy,2026-03-12 08:39:43,88,High
MMR-15702,Mumbai,Bhayander,Roads,56,492527,Cloudy,2026-03-12 08:40:36,33,Medium
MMR-1959,Mumbai,Matunga,Garbage,53,271080,Cloudy,2026-03-12 08:41:07,66,Medium
MMR-1710,Mumbai,Churchgate,Drainage,86,118680,Rainy,2026-03-12 08:43:54,2,Low
MMR-5414,Mumbai,Vikhroli,Garbage,14,297041,Sunny,2026-03-12 08:46:08,141,Medium
MMR-9044,Mumbai,Parel,Drainage,37,270715,Rainy,2026-03-12 08:47:28,153,Medium
MMR-5758,Mumbai,Wadala,Roads,8,279182,Sunny,2026-03-12 08:50:23,12,High
MMR-10792,Mumbai,Kurla,Drainage,67,433752,Rainy,2026-03-12 08:56:54,63,High
MMR-18918,Navi Mumbai,Pushpak Nagar,Roads,5,119811,Sunny,2026-03-12 08:58:19,5,Low
MMR-6508,Mumbai,Versova,Garbage,7,178926,Cloudy,2026-03-12 09:03:00,3,Low
MMR-6681,Mumbai,Worli,Garbage,37,245798,Rainy,2026-03-12 09:03:53,107,Low
MMR-7289,Mumbai,Mulund,Garbage,12,372374,Cloudy,2026-03-12 09:05:10,14,Low
MMR-11358,Mumbai,Juhu,Garbage,26,204378,Sunny,2026-03-12 09:08:38,8,Low
MMR-8130,Mumbai,Matunga,Water,37,275323,Sunny,2026-03-12 09:11:52,29,Low
MMR-2647,Mumbai,CST,Garbage,7,126885,Cloudy,2026-03-12 09:12:08,8,Medium
MMR-6690,Mumbai,Ghatkopar,Roads,78,474731,Sunny,2026-03-12 09:13:02,84,Low
MMR-6582,Navi Mumbai,Kopar Khairane,Roads,71,202527,Rainy,2026-03-12 09:13:20,82,Low
MMR-5597,Navi Mumbai,Kalamboli,Roads,22,205965,Sunny,2026-03-12 09:14:50,84,Low
MMR-17134,Navi Mumbai,Turbhe,Drainage,7,183994,Sunny,2026-03-12 09:17:38,6,Low
MMR-3806,Navi Mumbai,Kamothe,Garbage,10,227988,Sunny,2026-03-12 09:18:12,10,Low
MMR-8273,Navi Mumbai,Kopar Khairane,Water,7,222654,Sunny,2026-03-12 09:19:02,53,Low
MMR-12304,Mumbai,Churchgate,Water,11,116614,Cloudy,2026-03-12 09:20:38,17,Medium
MMR-1030,Navi Mumbai,Taloja,Drainage,28,167778,Sunny,2026-03-12 09:20:55,31,High
MMR-18648,Navi Mumbai,Taloja,Roads,11,174089,Sunny,2026-03-12 09:22:03,6,Low
MMR-11172,Mumbai,Chembur,Drainage,98,379418,Rainy,2026-03-12 09:23:54,153,Medium
MMR-10602,Mumbai,Chembur,Drainage,45,396468,Cloudy,2026-03-12 09:24:27,72,High
MMR-19898,Navi Mumbai,Sanpada,Drainage,9,156964,Sunny,2026-03-12 09:27:00,9,High
MMR-11267,Navi Mumbai,Pushpak Nagar,Drainage,1,118266,Sunny,2026-03-12 09:30:00,193,Medium
MMR-15092,Mumbai,Malad,Garbage,46,576423,Sunny,2026-03-12 09:34:04,197,High
MMR-11001,Mumbai,Santacruz,Drainage,97,289174,Rainy,2026-03-12 09:34:56,161,Medium
MMR-3014,Navi Mumbai,Kharghar,Drainage,16,320049,Sunny,2026-03-12 09:35:11,27,Low
MMR-12286,Mumbai,Fort,Drainage,14,155036,Cloudy,2026-03-12 09:35:54,186,Medium
MMR-20523,Mumbai,Ghatkopar,Drainage,66,469877,Rainy,2026-03-12 09:37:21,123,High
MMR-16243,Mumbai,Vile Parle,Drainage,92,353923,Rainy,2026-03-12 09:41:07,163,Medium
MMR-14111,Mumbai,Borivali,Water,87,589384,Rainy,2026-03-12 09:45:16,92,Low
MMR-13455,Navi Mumbai,New Panvel,Roads,13,255742,Cloudy,2026-03-12 09:45:19,109,Low
MMR-13799,Mumbai,Colaba,Drainage,17,178626,Sunny,2026-03-12 09:51:19,16,Low
MMR-12956,Navi Mumbai,Sanpada,Drainage,48,171373,Rainy,2026-03-12 09:51:33,80,Medium
MMR-5492,Mumbai,Dharavi,Drainage,72,660699,Cloudy,2026-03-12 09:53:00,4,High
MMR-20899,Navi Mumbai,Nerul,Roads,8,282653,Sunny,2026-03-12 09:53:48,91,Low
MMR-9030,Mumbai,Vile Parle,Roads,15,303802,Sunny,2026-03-12 09:55:01,15,Medium
MMR-10716,Navi Mumbai,Kopar Khairane,Roads,72,208395,Sunny,2026-03-12 09:58:20,68,High
MMR-15271,Mumbai,Santacruz,Drainage,8,285484,Sunny,2026-03-12 09:59:16,14,Medium
MMR-16867,Mumbai,Hiranandani,Roads,12,169720,Rainy,2026-03-12 10:03:39,192,Medium
MMR-13935,Mumbai,Bhayander,Water,70,527910,Cloudy,2026-03-12 10:05:27,88,Low
MMR-20318,Mumbai,Kandivali,Garbage,18,654167,Rainy,2026-03-12 10:05:28,68,Medium
MMR-16734,Navi Mumbai,New Panvel,Garbage,9,235884,Cloudy,2026-03-12 10:07:46,6,Medium
MMR-1004,Mumbai,Fort,Roads,98,145012,Rainy,2026-03-12 10:08:39,23,Medium
MMR-12017,Navi Mumbai,Airoli,Garbage,15,241211,Sunny,2026-03-12 10:10:43,87,Low
MMR-12089,Mumbai,Borivali,Drainage,44,577754,Sunny,2026-03-12 10:15:14,72,Medium
MMR-19697,Navi Mumbai,Nerul,Water,21,291421,Sunny,2026-03-12 10:16:08,32,Low
MMR-13806,Mumbai,Fort,Water,46,153301,Sunny,2026-03-12 10:17:43,58,High
MMR-17694,Navi Mumbai,Roadpali,Drainage,3,131849,Rainy,2026-03-12 10:26:16,16,Low
MMR-13044,Navi Mumbai,Airoli,Drainage,13,223154,Sunny,2026-03-12 10:28:42,21,Low
MMR-16363,Mumbai,Matunga,Drainage,15,267070,Sunny,2026-03-12 10:32:04,16,Medium
MMR-11616,Mumbai,Colaba,Roads,13,176588,Rainy,2026-03-12 10:33:42,43,Medium
MMR-8684,Navi Mumbai,Belapur,Roads,9,260782,Rainy,2026-03-12 10:35:02,114,High
MMR-11681,Navi Mumbai,Sanpada,Roads,10,159927,Sunny,2026-03-12 10:35:07,17,High
MMR-4744,Mumbai,Worli,Drainage,89,234895,Rainy,2026-03-12 10:36:18,35,Medium
MMR-2062,Navi Mumbai,Kopar Khairane,Drainage,3,217222,Sunny,2026-03-12 10:36:32,2,Medium
MMR-1561,Mumbai,Sion,Roads,38,343902,Cloudy,2026-03-12 10:44:43,20,Medium
MMR-19323,Navi Mumbai,Taloja,Water,9,186305,Sunny,2026-03-12 10:49:04,32,High
MMR-14092,Navi Mumbai,Taloja,Water,19,185494,Cloudy,2026-03-12 10:51:57,10,Medium
MMR-6432,Navi Mumbai,Turbhe,Water,84,182704,Sunny,2026-03-12 10:52:06,55,High
MMR-9737,Navi Mumbai,Juinagar,Water,12,161796,Cloudy,2026-03-12 10:52:17,17,High
MMR-15404,Mumbai,Bhayander,Roads,31,546685,Cloudy,2026-03-12 10:54:38,17,High
MMR-8472,Navi Mumbai,Turbhe,Garbage,6,185705,Cloudy,2026-03-12 10:55:04,6,Medium
MMR-11843,Navi Mumbai,Airoli,Drainage,94,220917,Sunny,2026-03-12 10:58:02,132,Low
MMR-19886,Navi Mumbai,Pushpak Nagar,Roads,20,124491,Sunny,2026-03-12 10:59:24,30,Low
MMR-5922,Navi Mumbai,Panvel,Water,21,395785,Rainy,2026-03-12 11:00:12,37,High
MMR-16623,Navi Mumbai,Kharghar,Drainage,29,315962,Rainy,2026-03-12 11:00:34,35,Medium
MMR-18254,Navi Mumbai,Panvel,Drainage,26,423756,Sunny,2026-03-12 11:03:46,35,High
