Complaint_ID,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MUM-3262,Hiranandani,Roads,12,164289,Sunny,2026-03-13 21:04:56,8,Medium
MUM-4848,Churchgate,Garbage,26,119324,Cloudy,2026-03-13 21:06:47,43,Low
MUM-8118,Ghatkopar,Water,29,454110,Cloudy,2026-03-13 21:08:39,30,Medium
MUM-9875,Ghatkopar,Roads,7,467874,Sunny,2026-03-13 21:11:45,12,High
MUM-6159,Powai,Water,34,312910,Sunny,2026-03-13 21:15:12,33,High
MUM-1305,Vile Parle,Roads,44,333265,Sunny,2026-03-13 21:17:27,65,Medium
MUM-3541,Andheri,Drainage,30,825866,Sunny,2026-03-13 21:20:07,28,Medium
MUM-5866,Bhayander,Water,60,528313,Sunny,2026-03-13 21:20:13,70,Low
MUM-2961,Fort,Roads,12,149927,Sunny,2026-03-13 21:25:52,16,Low
MUM-8637,Bandra,Garbage,37,321676,Cloudy,2026-03-13 21:29:56,53,Medium
MUM-3684,Andheri,Roads,92,874806,Sunny,2026-03-13 21:44:06,65,High
MUM-3442,Worli,Garbage,24,223354,Sunny,2026-03-13 21:44:43,20,Medium
MUM-6268,Mulund,Drainage,29,371785,Sunny,2026-03-13 21:46:43,43,Low
MUM-3517,Bhayander,Water,21,530385,Rainy,2026-03-13 21:48:51,21,Low
MUM-2255,Bhayander,Garbage,54,514404,Sunny,2026-03-13 21:51:55,33,High
MUM-4050,Dharavi,Roads,47,702680,Sunny,2026-03-13 22:01:54,58,Medium
MUM-8115,Chembur,Drainage,22,393362,Cloudy,2026-03-13 22:14:46,24,High
MUM-8024,Ghatkopar,Garbage,53,466771,Cloudy,2026-03-13 22:20:35,35,High
MUM-2809,Fort,Garbage,2,145673,Sunny,2026-03-13 22:21:14,1,Low
MUM-4661,Bandra,Drainage,25,314637,Sunny,2026-03-13 22:24:57,31,Low
MUM-7657,Ghatkopar,Drainage,47,448668,Sunny,2026-03-13 22:26:09,43,Medium
MUM-2105,Matunga,Roads,32,252512,Sunny,2026-03-13 22:26:51,154,Low
MUM-5617,Fort,Garbage,9,154023,Cloudy,2026-03-13 22:33:30,14,High
MUM-6563,Hiranandani,Drainage,15,164358,Sunny,2026-03-13 22:34:15,7,Medium
MUM-1828,Ghatkopar,Drainage,36,447544,Cloudy,2026-03-13 22:39:56,44,High
MUM-9254,Hiranandani,Water,15,159371,Cloudy,2026-03-13 22:40:23,13,Medium
MUM-7091,Dharavi,Water,59,683673,Sunny,2026-03-13 22:41:20,199,Low
MUM-4205,Parel,Drainage,2,286858,Cloudy,2026-03-13 22:47:49,1,High
MUM-2483,Andheri,Roads,93,849779,Sunny,2026-03-13 23:05:26,82,Medium
MUM-2575,Vile Parle,Drainage,47,336978,Sunny,2026-03-13 23:17:34,74,Low
MUM-1787,Parel,Water,24,282982,Rainy,2026-03-13 23:18:42,156,Low
MUM-8675,Colaba,Roads,10,175416,Sunny,2026-03-13 23:28:32,11,Low
MUM-7877,Ghatkopar,Water,41,466901,Sunny,2026-03-13 23:33:23,30,High
MUM-9246,Bhayander,Drainage,61,533630,Sunny,2026-03-13 23:36:38,91,High
MUM-9514,Malad,Water,41,545878,Rainy,2026-03-13 23:37:48,59,Medium
MUM-7735,Chembur,Garbage,33,395612,Sunny,2026-03-13 23:37:51,107,Medium
MUM-9289,Dharavi,Garbage,85,710963,Rainy,2026-03-13 23:39:47,126,High
MUM-8200,Dadar,Roads,61,487836,Sunny,2026-03-13 23:42:35,72,Medium
MUM-7211,Dadar,Garbage,19,506341,Sunny,2026-03-13 23:43:16,19,Low
MUM-3189,Vile Parle,Water,32,338909,Sunny,2026-03-13 23:46:30,32,High
MUM-1952,Churchgate,Garbage,7,120843,Sunny,2026-03-13 23:48:04,6,Low
MUM-5588,Malad,Garbage,19,534828,Cloudy,2026-03-13 23:49:00,14,Medium
MUM-7769,Worli,Garbage,22,233338,Cloudy,2026-03-13 23:54:15,29,Low
MUM-3026,Borivali,Water,75,598256,Cloudy,2026-03-13 23:57:03,59,High
MUM-7466,Kurla,Garbage,17,428666,Sunny,2026-03-14 00:00:25,19,Medium
MUM-6729,Andheri,Drainage,54,825361,Sunny,2026-03-14 00:02:43,77,Low
MUM-1713,Andheri,Roads,39,835450,Sunny,2026-03-14 00:03:16,25,High
MUM-7334,Jogeshwari,Drainage,36,405750,Sunny,2026-03-14 00:11:39,41,Low
MUM-8570,Vile Parle,Garbage,35,336782,Cloudy,2026-03-14 00:17:52,38,Medium
MUM-3238,Andheri,Garbage,80,870941,Sunny,2026-03-14 00:28:13,122,High
MUM-6297,Goregaon,Water,24,486754,Sunny,2026-03-14 00:28:14,28,Low
MUM-8710,Versova,Garbage,12,171039,Rainy,2026-03-14 00:36:21,12,Low
MUM-3840,Andheri,Water,60,872703,Rainy,2026-03-14 00:36:24,40,High
MUM-6442,Versova,Roads,66,173359,Rainy,2026-03-14 00:36:37,82,Medium
MUM-8064,Kurla,Roads,80,441462,Cloudy,2026-03-14 00:36:52,75,Medium
MUM-5616,Andheri,Water,94,849169,Sunny,2026-03-14 00:39:34,106,Medium
MUM-6215,Powai,Drainage,13,310170,Sunny,2026-03-14 00:42:48,9,Low
MUM-4457,Powai,Water,27,312376,Sunny,2026-03-14 00:43:18,46,Low
MUM-2218,Borivali,Roads,40,617886,Sunny,2026-03-14 00:58:06,48,High
MUM-2071,Wadala,Roads,18,287693,Cloudy,2026-03-14 00:58:38,23,Low
MUM-7182,Wadala,Water,12,287124,Cloudy,2026-03-14 01:02:01,19,Low
MUM-7273,Matunga,Garbage,32,256737,Sunny,2026-03-14 01:06:46,49,Medium
MUM-9135,Bhayander,Garbage,44,530305,Cloudy,2026-03-14 01:13:15,78,Medium
MUM-9821,Juhu,Water,3,200416,Sunny,2026-03-14 01:15:09,3,Low
MUM-7477,Juhu,Roads,15,197760,Rainy,2026-03-14 01:21:42,10,Low
MUM-8674,Powai,Roads,28,305254,Sunny,2026-03-14 01:22:10,17,Low
MUM-1167,Versova,Roads,8,169887,Sunny,2026-03-14 01:29:46,7,Medium
MUM-1037,Bhayander,Water,22,532077,Rainy,2026-03-14 01:36:01,31,Medium
MUM-7490,Mulund,Water,32,378604,Rainy,2026-03-14 01:36:40,117,High
MUM-9547,Hiranandani,Garbage,18,160856,Sunny,2026-03-14 01:36:59,19,Low
MUM-3123,Parel,Water,26,296886,Rainy,2026-03-14 01:39:23,13,Low
MUM-9149,Churchgate,Water,10,119909,Sunny,2026-03-14 01:42:27,5,Medium
MUM-1338,Andheri,Water,72,842335,Rainy,2026-03-14 01:44:49,69,Medium
MUM-9179,Jogeshwari,Garbage,28,407664,Sunny,2026-03-14 01:47:44,40,Low
MUM-1679,Parel,Water,15,286272,Sunny,2026-03-14 01:54:52,11,Medium
MUM-9077,Vikhroli,Drainage,25,318554,Sunny,2026-03-14 01:55:19,31,Low
MUM-6535,Mulund,Roads,48,363500,Rainy,2026-03-14 01:56:36,66,High
MUM-10783,Wadala,Drainage,19,279720,Sunny,2026-03-14 01:59:02,30,High
MUM-7164,Hiranandani,Garbage,20,160892,Sunny,2026-03-14 02:06:35,15,Low
MUM-5565,Dharavi,Garbage,4,701171,Sunny,2026-03-14 02:11:10,3,Low
MUM-3422,Malad,Garbage,52,542434,Rainy,2026-03-14 02:12:39,53,Medium
MUM-9346,Sion,Water,22,337547,Cloudy,2026-03-14 02:16:31,16,Low
MUM-10669,Dharavi,Roads,99,708134,Cloudy,2026-03-14 02:23:06,85,High
MUM-2602,Parel,Roads,67,289455,Sunny,2026-03-14 02:23:11,104,Medium
MUM-8011,Mulund,Garbage,10,378026,Cloudy,2026-03-14 02:27:25,138,Medium
MUM-5615,Ghatkopar,Water,40,454637,Cloudy,2026-03-14 02:35:24,39,Medium
MUM-2937,Colaba,Drainage,20,179023,Sunny,2026-03-14 02:51:44,129,Low
MUM-2799,Sion,Roads,21,336617,Sunny,2026-03-14 02:59:05,19,Low
MUM-8485,Goregaon,Drainage,61,482456,Sunny,2026-03-14 03:48:55,187,Medium
MUM-1065,Worli,Water,16,229634,Cloudy,2026-03-14 03:51:47,10,Low
MUM-2196,Dharavi,Roads,67,689212,Rainy,2026-03-14 03:52:35,177,High
MUM-9891,Thane,Roads,65,704961,Sunny,2026-03-14 03:53:55,87,High
MUM-2904,Colaba,Water,12,185098,Rainy,2026-03-14 03:56:15,9,Low
MUM-6023,Bhayander,Water,29,519907,Rainy,2026-03-14 04:02:10,48,Medium
MUM-10517,Bandra,Water,26,322077,Cloudy,2026-03-14 04:04:02,23,Low
MUM-3494,Kandivali,Roads,53,618607,Sunny,2026-03-14 04:05:49,90,Low
MUM-6688,Kurla,Water,11,424668,Sunny,2026-03-14 04:12:48,12,Low
MUM-2279,Andheri,Roads,76,839151,Sunny,2026-03-14 04:13:35,24,High
MUM-9078,Dadar,Water,41,493423,Cloudy,2026-03-14 04:20:45,49,Medium
MUM-4008,Matunga,Drainage,33,256339,Cloudy,2026-03-14 04:27:58,41,High
MUM-7949,Chembur,Garbage,36,400838,Sunny,2026-03-14 04:35:03,62,High
MUM-7541,Kurla,Roads,42,419638,Cloudy,2026-03-14 04:35:23,35,High
MUM-3221,Versova,Garbage,11,170298,Sunny,2026-03-14 04:45:18,14,Low
MUM-1508,Ghatkopar,Water,55,454808,Cloudy,2026-03-14 04:53:43,174,Medium
MUM-1521,Bandra,Water,10,323448,Sunny,2026-03-14 04:56:20,11,Low
MUM-7448,CST,Drainage,17,127084,Sunny,2026-03-14 05:03:15,24,Low
MUM-1731,CST,Drainage,49,130444,Cloudy,2026-03-14 05:10:27,35,High
MUM-4163,Kandivali,Roads,39,613898,Cloudy,2026-03-14 05:12:58,68,Medium
MUM-4853,Mulund,Water,40,360924,Sunny,2026-03-14 05:17:37,31,Medium
MUM-4571,Ghatkopar,Water,54,463770,Cloudy,2026-03-14 05:20:27,54,High
MUM-3030,Goregaon,Drainage,24,482521,Sunny,2026-03-14 05:24:02,36,Medium
MUM-8290,Sion,Water,18,343994,Sunny,2026-03-14 05:24:18,24,Medium
MUM-5173,Mulund,Drainage,38,372887,Sunny,2026-03-14 05:26:17,57,Medium
MUM-9270,Borivali,Garbage,69,584675,Rainy,2026-03-14 05:31:32,62,High
MUM-10837,Colaba,Drainage,14,179893,Sunny,2026-03-14 05:31:47,11,Low
MUM-6907,Fort,Roads,8,152668,Sunny,2026-03-14 05:33:55,13,Medium
MUM-4702,Hiranandani,Drainage,11,159719,Sunny,2026-03-14 05:35:42,17,Medium
MUM-9554,Vile Parle,Roads,39,323320,Cloudy,2026-03-14 05:35:42,23,Medium
MUM-3518,Vikhroli,Garbage,32,311217,Sunny,2026-03-14 05:39:49,28,Medium
MUM-8273,Santacruz,Drainage,23,292669,Sunny,2026-03-14 05:49:50,16,Medium
MUM-4339,Worli,Water,21,225385,Sunny,2026-03-14 05:57:41,30,High
MUM-2661,Churchgate,Roads,8,117285,Sunny,2026-03-14 05:58:00,11,Low
MUM-10153,Malad,Roads,42,554684,Cloudy,2026-03-14 06:01:48,69,Medium
MUM-9206,Jogeshwari,Water,80,405214,Sunny,2026-03-14 06:03:08,112,Medium
MUM-3797,Hiranandani,Drainage,10,159035,Cloudy,2026-03-14 06:05:44,17,Low
MUM-7072,Hiranandani,Drainage,11,162120,Cloudy,2026-03-14 06:13:05,12,Low
MUM-7185,Dharavi,Roads,46,716823,Cloudy,2026-03-14 06:19:06,62,Low
MUM-1823,Bandra,Water,13,325062,Rainy,2026-03-14 06:23:52,7,Medium
MUM-1106,Worli,Garbage,24,229138,Sunny,2026-03-14 06:31:00,30,Low
MUM-5863,Powai,Water,56,317976,Cloudy,2026-03-14 06:31:20,62,Medium
MUM-4273,Matunga,Roads,15,262834,Rainy,2026-03-14 06:33:35,13,Low
MUM-2749,Goregaon,Drainage,53,474138,Sunny,2026-03-14 06:42:38,82,Low
MUM-10961,Sion,Roads,27,346586,Sunny,2026-03-14 06:47:27,36,Low
MUM-9786,Fort,Roads,5,150952,Cloudy,2026-03-14 06:59:03,4,Medium
MUM-6040,Worli,Water,12,233851,Rainy,2026-03-14 07:01:02,11,Medium
MUM-3018,Powai,Water,23,304130,Sunny,2026-03-14 07:06:03,33,Low
MUM-10803,Chembur,Water,10,399237,Cloudy,2026-03-14 07:10:52,12,Low
MUM-6832,Thane,Garbage,95,714696,Sunny,2026-03-14 07:11:38,129,Medium
MUM-9046,Churchgate,Garbage,14,119724,Sunny,2026-03-14 07:14:25,14,Low
MUM-7751,Dadar,Roads,56,514023,Sunny,2026-03-14 07:16:01,78,Low
MUM-4897,Juhu,Water,14,197446,Sunny,2026-03-14 07:16:42,17,High
MUM-2896,Kandivali,Drainage,74,613182,Sunny,2026-03-14 07:18:37,111,High
MUM-6921,Kandivali,Roads,49,602976,Cloudy,2026-03-14 07:35:27,162,Medium
MUM-10405,Sion,Drainage,39,337100,Sunny,2026-03-14 07:42:10,46,High
MUM-4689,Kurla,Water,65,425354,Cloudy,2026-03-14 07:49:18,46,Low
MUM-6597,Hiranandani,Drainage,14,155940,Sunny,2026-03-14 07:49:38,65,Low
MUM-2217,Hiranandani,Roads,13,159849,Sunny,2026-03-14 08:01:08,15,High
MUM-10485,Borivali,Water,44,597021,Cloudy,2026-03-14 08:01:15,34,Medium
MUM-6610,Versova,Drainage,50,171570,Rainy,2026-03-14 08:04:01,83,Medium
MUM-2524,Juhu,Garbage,14,203999,Sunny,2026-03-14 08:11:51,20,Medium
MUM-5618,Versova,Roads,19,171296,Rainy,2026-03-14 08:12:21,14,Low
MUM-8492,Juhu,Water,14,195708,Cloudy,2026-03-14 08:14:21,20,Low
MUM-3157,Matunga,Roads,31,259936,Cloudy,2026-03-14 08:26:41,35,Medium
MUM-10931,Kandivali,Water,61,618397,Sunny,2026-03-14 08:26:52,70,High
MUM-10027,Sion,Drainage,27,331452,Rainy,2026-03-14 08:30:40,157,Low
MUM-6141,Lower Parel,Water,22,214086,Sunny,2026-03-14 08:41:29,39,Low
MUM-2193,Wadala,Garbage,23,282481,Sunny,2026-03-14 08:48:39,28,Medium
MUM-3545,Vile Parle,Drainage,79,327442,Sunny,2026-03-14 08:50:05,134,Low
MUM-1344,Worli,Water,24,227769,Cloudy,2026-03-14 08:55:59,32,Low
MUM-4899,Juhu,Roads,12,200276,Sunny,2026-03-14 09:01:55,14,Low
MUM-9981,Mulund,Water,33,375645,Sunny,2026-03-14 09:03:40,29,Medium
MUM-10370,Churchgate,Roads,24,121383,Cloudy,2026-03-14 09:08:44,33,Low
MUM-4725,Worli,Drainage,18,224098,Sunny,2026-03-14 09:14:42,22,Low
MUM-5009,Malad,Roads,36,539682,Rainy,2026-03-14 09:17:19,41,Low
MUM-9715,Vile Parle,Drainage,23,331016,Cloudy,2026-03-14 09:19:02,30,Low
MUM-7367,Vikhroli,Roads,35,302127,Sunny,2026-03-14 09:20:45,123,Low
MUM-6631,Matunga,Roads,8,255734,Rainy,2026-03-14 09:22:25,128,Medium
MUM-6415,Chembur,Water,71,379321,Rainy,2026-03-14 09:25:23,125,Medium
MUM-4384,Worli,Garbage,12,236046,Cloudy,2026-03-14 09:26:27,17,Low
MUM-5174,Versova,Garbage,8,173868,Rainy,2026-03-14 09:27:27,5,High
MUM-5869,Chembur,Water,23,391860,Cloudy,2026-03-14 09:28:14,16,Medium
MUM-10956,Vile Parle,Water,13,339876,Sunny,2026-03-14 09:37:30,16,Low
MUM-9682,Goregaon,Drainage,15,486933,Sunny,2026-03-14 09:39:00,11,Low
MUM-8119,Chembur,Garbage,47,387781,Cloudy,2026-03-14 09:41:54,39,Medium
MUM-6257,Chembur,Water,42,395771,Sunny,2026-03-14 09:56:36,69,Medium
MUM-8385,Sion,Garbage,10,338081,Sunny,2026-03-14 10:10:15,14,Low
MUM-3106,Chembur,Drainage,29,396126,Sunny,2026-03-14 10:13:27,26,Medium
MUM-8890,Kandivali,Roads,59,612846,Sunny,2026-03-14 10:18:56,92,High
MUM-8483,Mulund,Drainage,60,369774,Sunny,2026-03-14 10:29:41,99,High
MUM-4452,Powai,Water,31,302639,Sunny,2026-03-14 10:33:25,22,Medium
MUM-3402,Chembur,Water,59,382341,Sunny,2026-03-14 10:37:33,115,Medium
MUM-3108,Malad,Water,44,556384,Cloudy,2026-03-14 10:42:51,63,High
MUM-1467,Bandra,Garbage,22,327240,Sunny,2026-03-14 10:44:57,33,Low
MUM-7388,Fort,Roads,14,151603,Sunny,2026-03-14 10:53:09,18,High
MUM-2548,Matunga,Water,17,258120,Cloudy,2026-03-14 10:53:45,8,Low
MUM-5788,Kurla,Drainage,28,424315,Sunny,2026-03-14 10:55:27,30,Medium
MUM-3612,Santacruz,Water,24,289003,Sunny,2026-03-14 10:59:00,27,Low
MUM-8871,Kandivali,Drainage,48,627276,Sunny,2026-03-14 11:09:12,31,Medium
MUM-9197,Malad,Garbage,22,556514,Cloudy,2026-03-14 11:09:56,35,Low
MUM-8362,Goregaon,Drainage,40,467937,Sunny,2026-03-14 11:19:47,41,Medium
MUM-1091,Juhu,Drainage,89,197372,Sunny,2026-03-14 11:25:27,148,Low
MUM-2413,Sion,Drainage,6,338766,Cloudy,2026-03-14 11:31:14,4,High
MUM-4891,Jogeshwari,Drainage,78,402452,Sunny,2026-03-14 11:31:43,113,Medium
MUM-3507,Borivali,Water,19,586113,Sunny,2026-03-14 11:33:06,15,Low
MUM-2728,Worli,Water,18,229961,Sunny,2026-03-14 11:42:27,132,Low
MUM-2510,Lower Parel,Water,11,205017,Sunny,2026-03-14 11:44:43,12,High
MUM-7074,Powai,Water,35,312082,Sunny,2026-03-14 11:46:38,59,Medium
MUM-3651,Dharavi,Garbage,42,682271,Sunny,2026-03-14 11:48:48,31,Medium
MUM-7474,Churchgate,Drainage,13,116664,Sunny,2026-03-14 11:50:58,20,Low
MUM-6303,Vile Parle,Garbage,27,332249,Sunny,2026-03-14 11:52:52,27,Low
MUM-1928,Colaba,Drainage,19,178260,Sunny,2026-03-14 11:54:55,18,Medium
MUM-10366,Worli,Drainage,29,232315,Sunny,2026-03-14 11:56:32,135,Low
MUM-10598,Dharavi,Garbage,66,680486,Cloudy,2026-03-14 12:00:35,74,High
MUM-1279,Churchgate,Water,9,116585,Sunny,2026-03-14 12:16:21,10,Low
MUM-10632,Andheri,Water,76,847329,Sunny,2026-03-14 12:17:27,65,High
MUM-8813,Hiranandani,Roads,9,163889,Sunny,2026-03-14 12:19:47,15,High
MUM-3948,Dharavi,Drainage,95,691116,Sunny,2026-03-14 12:24:52,100,High
MUM-3239,Parel,Drainage,19,292240,Sunny,2026-03-14 12:25:35,11,Low
MUM-2801,Chembur,Roads,40,380802,Cloudy,2026-03-14 12:28:00,53,High
MUM-9340,Andheri,Drainage,60,832599,Rainy,2026-03-14 12:29:19,33,Medium
MUM-1979,Vile Parle,Water,27,336525,Cloudy,2026-03-14 12:30:18,45,Low
MUM-1087,Bandra,Water,28,328873,Sunny,2026-03-14 12:37:31,41,Low
MUM-3880,Parel,Roads,22,293412,Sunny,2026-03-14 12:38:03,26,Medium
MUM-9935,Hiranandani,Drainage,59,156294,Cloudy,2026-03-14 12:40:50,22,Medium
MUM-3074,Powai,Garbage,32,317936,Sunny,2026-03-14 12:40:57,52,Medium
MUM-2503,Versova,Drainage,9,170076,Sunny,2026-03-14 12:45:14,87,Low
MUM-1057,Jogeshwari,Water,23,410999,Sunny,2026-03-14 12:52:21,13,Low
MUM-5087,Borivali,Garbage,75,611509,Sunny,2026-03-14 12:56:37,43,High
MUM-9120,Bandra,Garbage,21,315697,Cloudy,2026-03-14 13:01:09,30,Low
MUM-10514,Bhayander,Drainage,25,514204,Cloudy,2026-03-14 13:01:43,13,Medium
MUM-8354,Kurla,Roads,35,441104,Cloudy,2026-03-14 13:02:13,17,Medium
MUM-6737,Borivali,Roads,79,605912,Cloudy,2026-03-14 13:13:10,134,High
MUM-7214,Bandra,Garbage,14,318848,Sunny,2026-03-14 13:14:57,24,Medium
MUM-8242,Thane,Garbage,53,689947,Sunny,2026-03-14 13:22:10,84,High
MUM-4306,Mulund,Drainage,42,362318,Cloudy,2026-03-14 13:23:14,34,Medium
MUM-4383,Lower Parel,Water,22,208341,Sunny,2026-03-14 13:25:40,26,Low
MUM-10291,Ghatkopar,Roads,34,473369,Sunny,2026-03-14 13:36:52,45,Medium
MUM-8017,Ghatkopar,Drainage,20,467072,Cloudy,2026-03-14 13:38:30,32,Medium
MUM-1543,Mulund,Water,1,366275,Cloudy,2026-03-14 13:42:56,1,Medium
MUM-2929,Colaba,Drainage,11,183893,Cloudy,2026-03-14 13:45:23,12,Low
MUM-1837,Wadala,Roads,10,276315,Rainy,2026-03-14 14:01:02,16,Low
MUM-8311,Bandra,Garbage,36,326104,Cloudy,2026-03-14 14:01:51,45,High
MUM-4374,Sion,Roads,38,348795,Cloudy,2026-03-14 14:17:35,20,Medium
MUM-3982,Ghatkopar,Water,20,449724,Rainy,2026-03-14 14:35:02,17,Low
MUM-9666,Vikhroli,Garbage,34,310983,Sunny,2026-03-14 14:41:11,57,High
MUM-10960,Mulund,Water,34,371573,Sunny,2026-03-14 14:43:15,22,Medium
MUM-3946,Malad,Drainage,17,555873,Sunny,2026-03-14 14:53:31,18,High
MUM-9810,Kandivali,Roads,71,613081,Cloudy,2026-03-14 14:54:56,95,Low
MUM-8546,Matunga,Garbage,32,259232,Sunny,2026-03-14 14:56:20,50,Medium
MUM-3376,Parel,Drainage,6,286127,Sunny,2026-03-14 15:10:29,7,Low
MUM-1239,Dadar,Roads,26,501789,Sunny,2026-03-14 15:13:25,33,Medium
MUM-8490,Colaba,Drainage,11,185041,Rainy,2026-03-14 15:25:00,7,Low
MUM-9057,Fort,Drainage,11,151406,Sunny,2026-03-14 15:31:23,12,Low
MUM-8206,Bhayander,Roads,29,518413,Sunny,2026-03-14 15:37:47,34,Low
MUM-6115,Churchgate,Garbage,2,122752,Sunny,2026-03-14 15:39:06,3,Low
MUM-7957,Powai,Drainage,24,315547,Sunny,2026-03-14 15:40:22,19,Medium
MUM-3602,Kurla,Garbage,39,439713,Sunny,2026-03-14 15:41:41,51,High
MUM-2426,Lower Parel,Drainage,16,215615,Sunny,2026-03-14 15:41:57,25,Medium
MUM-8629,Ghatkopar,Water,31,470429,Rainy,2026-03-14 15:44:35,48,Medium
MUM-10038,Vile Parle,Roads,42,333953,Sunny,2026-03-14 15:44:57,31,Medium
MUM-10605,Worli,Garbage,5,235213,Sunny,2026-03-14 15:47:31,7,High
MUM-10431,Andheri,Drainage,50,844243,Sunny,2026-03-14 15:47:32,71,High
MUM-3052,Kandivali,Drainage,83,636076,Sunny,2026-03-14 15:50:50,100,Medium
MUM-10676,Bandra,Roads,35,327885,Rainy,2026-03-14 15:51:53,45,Low
MUM-10875,Thane,Roads,65,716786,Rainy,2026-03-14 15:51:54,112,High
MUM-3792,Mulund,Drainage,52,358930,Sunny,2026-03-14 15:54:55,48,High
MUM-1932,CST,Roads,12,132432,Sunny,2026-03-14 15:56:45,145,Low
MUM-2910,Parel,Garbage,22,281987,Sunny,2026-03-14 15:56:55,28,Low
MUM-9549,Thane,Water,75,703233,Sunny,2026-03-14 15:59:44,68,High
MUM-6011,Goregaon,Water,45,468621,Cloudy,2026-03-14 16:08:54,65,High
MUM-2887,Andheri,Water,100,869689,Sunny,2026-03-14 16:19:04,160,Medium
MUM-7488,Powai,Drainage,19,304888,Sunny,2026-03-14 16:19:34,52,Low
MUM-6812,CST,Drainage,9,126195,Cloudy,2026-03-14 16:34:29,8,Medium
MUM-10523,Chembur,Garbage,14,397714,Sunny,2026-03-14 16:52:10,15,Low
MUM-5334,Parel,Garbage,30,286463,Sunny,2026-03-14 17:07:08,43,Low
MUM-2588,Wadala,Water,4,284379,Sunny,2026-03-14 17:32:09,6,Low
MUM-4851,Vile Parle,Garbage,38,325972,Sunny,2026-03-14 17:34:41,49,Medium
MUM-7607,Andheri,Roads,83,837360,Sunny,2026-03-14 17:50:38,75,Medium
MUM-4045,Wadala,Drainage,22,281419,Cloudy,2026-03-14 17:51:06,27,Low
MUM-1595,Kurla,Roads,45,428518,Rainy,2026-03-14 18:01:53,115,High
MUM-8703,Worli,Water,18,235746,Sunny,2026-03-14 18:03:29,29,Low
MUM-2296,Kurla,Water,23,441810,Rainy,2026-03-14 18:17:12,13,High
MUM-2653,Kurla,Water,46,437532,Sunny,2026-03-14 18:18:08,32,High
MUM-6687,Thane,Drainage,39,720812,Cloudy,2026-03-14 18:24:07,55,Medium
MUM-7681,Worli,Water,22,223686,Sunny,2026-03-14 18:25:25,199,High
MUM-9608,Lower Parel,Garbage,7,210838,Rainy,2026-03-14 18:34:57,9,Low
MUM-9260,Juhu,Roads,14,200904,Cloudy,2026-03-14 18:37:11,25,Low
MUM-4858,Matunga,Water,19,258194,Cloudy,2026-03-14 18:43:16,21,Low
MUM-10591,Jogeshwari,Garbage,6,411986,Sunny,2026-03-14 18:45:31,7,Low
MUM-3448,Worli,Water,14,236655,Cloudy,2026-03-14 18:46:33,21,Low
MUM-4597,Dadar,Drainage,34,492950,Sunny,2026-03-14 18:46:50,26,Medium
MUM-7702,Andheri,Drainage,57,858132,Sunny,2026-03-14 18:50:34,35,Low
MUM-4148,Vile Parle,Roads,29,339021,Sunny,2026-03-14 18:53:24,33,High
MUM-4023,Goregaon,Water,25,490459,Sunny,2026-03-14 18:55:09,41,Low
MUM-3046,Hiranandani,Roads,23,160839,Sunny,2026-03-14 19:03:05,15,Medium
MUM-5893,Juhu,Drainage,19,198266,Rainy,2026-03-14 19:03:53,11,Medium
MUM-10918,Fort,Garbage,27,147267,Rainy,2026-03-14 19:05:16,41,Low
MUM-4574,Mulund,Water,60,378461,Rainy,2026-03-14 19:13:48,84,Medium
MUM-8012,Ghatkopar,Water,21,472665,Sunny,2026-03-14 19:16:31,11,Low
MUM-1963,Churchgate,Water,13,116688,Sunny,2026-03-14 19:22:35,81,Low
MUM-1454,Lower Parel,Garbage,32,210068,Rainy,2026-03-14 19:25:19,36,Low
MUM-10203,Fort,Drainage,19,147370,Sunny,2026-03-14 19:28:21,23,Low
MUM-8336,Lower Parel,Roads,14,207999,Sunny,2026-03-14 19:29:22,14,Medium
MUM-5552,Worli,Water,19,228433,Rainy,2026-03-14 19:31:45,22,Low
MUM-4623,Santacruz,Drainage,11,289449,Sunny,2026-03-14 19:37:06,15,Low
MUM-4746,Bhayander,Garbage,87,527634,Rainy,2026-03-14 19:40:19,56,Medium
MUM-1556,Jogeshwari,Water,45,417553,Rainy,2026-03-14 19:46:20,72,Medium
MUM-4160,Borivali,Drainage,51,614698,Sunny,2026-03-14 19:49:56,50,Medium
MUM-4381,Dharavi,Garbage,62,703168,Cloudy,2026-03-14 19:52:42,60,High
MUM-6036,Vile Parle,Drainage,41,332911,Sunny,2026-03-14 19:53:49,63,Medium
MUM-1857,Santacruz,Water,10,300520,Sunny,2026-03-14 19:57:59,8,Low
MUM-2259,Wadala,Water,31,273813,Rainy,2026-03-14 19:59:03,25,Low
MUM-7981,Santacruz,Drainage,18,293932,Sunny,2026-03-14 20:02:56,14,Low
MUM-1393,Andheri,Water,43,843902,Sunny,2026-03-14 20:06:34,58,High
MUM-2976,Kandivali,Water,39,612361,Sunny,2026-03-14 20:09:50,55,Medium
MUM-5887,Santacruz,Roads,25,300933,Sunny,2026-03-14 20:14:31,40,Medium
MUM-4417,Powai,Drainage,35,307650,Sunny,2026-03-14 20:16:56,17,Low
MUM-5777,Kandivali,Water,67,630769,Cloudy,2026-03-14 20:17:44,63,High
MUM-5200,Sion,Garbage,6,347239,Cloudy,2026-03-14 20:21:53,9,Medium
MUM-10275,Worli,Drainage,34,235077,Rainy,2026-03-14 20:31:36,17,Medium
